session_id,finger_1,finger_2,finger_3,finger_1_name,finger_2_name,finger_3_name,key_1,key_2,key_3,key_1_type,key_2_type,key_3_type,vowel_count,vowel_pattern,hand_pattern,interval_1_2_ms,interval_2_3_ms,avg_interval_ms,has_error,spans_boundary,same_finger,same_hand_all,alternating,pattern_type
1778934176,R2,R4,L2,右薬指,右人差し指,左薬指,o,u,s,母音,母音,子音,2,VVC,RRL,55,439,247.0,False,False,False,False,False,混合
1778934176,R4,L2,R3,右人差し指,左薬指,右中指,u,s,i,母音,子音,母音,2,VCV,RLR,439,65,252.0,False,False,False,False,True,左右交互
1778934176,L2,R3,R4,左薬指,右中指,右人差し指,s,i,n,子音,母音,子音,1,CVC,LRR,65,174,119.5,False,False,False,False,False,混合
1778934176,R3,R4,R4,右中指,右人差し指,右人差し指,i,n,n,母音,子音,子音,1,VCC,RRR,174,133,153.5,False,False,True,True,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,n,n,n,子音,子音,子音,0,CCC,RRR,133,124,128.5,False,False,True,True,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,n,n,y,子音,子音,子音,0,CCC,RRR,124,210,167.0,False,False,True,True,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,n,y,u,子音,子音,母音,1,CCV,RRR,210,52,131.0,False,False,True,True,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,y,u,u,子音,母音,母音,2,CVV,RRR,52,141,96.5,False,False,True,True,False,同指連打
1778934176,R4,R4,L2,右人差し指,右人差し指,左薬指,u,u,s,母音,母音,子音,2,VVC,RRL,141,77,109.0,False,False,True,False,False,同指連打
1778934176,R4,L2,R4,右人差し指,左薬指,右人差し指,u,s,y,母音,子音,子音,1,VCC,RLR,77,68,72.5,False,False,False,False,True,左右交互
1778934176,L2,R4,L1,左薬指,右人差し指,左小指,s,y,a,子音,子音,母音,1,CCV,LRL,68,105,86.5,False,False,False,False,True,左右交互
1778934176,R4,L1,R3,右人差し指,左小指,右中指,y,a,i,子音,母音,母音,2,CVV,RLR,105,25,65.0,False,False,False,False,True,左右交互
1778934176,L1,R3,R4,左小指,右中指,右人差し指,a,i,n,母音,母音,子音,2,VVC,LRR,25,212,118.5,False,False,False,False,False,混合
1778934176,R3,R4,R4,右中指,右人差し指,右人差し指,i,n,n,母音,子音,子音,1,VCC,RRR,212,125,168.5,False,False,True,True,False,同指連打
1778934176,R4,R4,L4,右人差し指,右人差し指,左人差し指,n,n,t,子音,子音,子音,0,CCC,RRL,125,496,310.5,False,False,True,False,False,同指連打
1778934176,R4,L4,R2,右人差し指,左人差し指,右薬指,n,t,o,子音,子音,母音,1,CCV,RLR,496,58,277.0,False,False,False,False,True,左右交互
1778934176,L4,R2,R4,左人差し指,右薬指,右人差し指,t,o,u,子音,母音,母音,2,CVV,LRR,58,55,56.5,False,False,False,False,False,混合
1778934176,R2,R4,R4,右薬指,右人差し指,右人差し指,o,u,h,母音,母音,子音,2,VVC,RRR,55,198,126.5,False,False,True,True,False,同指連打
1778934176,R4,R4,R2,右人差し指,右人差し指,右薬指,u,h,o,母音,子音,母音,2,VCV,RRR,198,46,122.0,False,False,True,True,False,同指連打
1778934176,R4,R2,R3,右人差し指,右薬指,右中指,h,o,k,子音,母音,子音,1,CVC,RRR,46,198,122.0,False,False,False,True,False,同手3連
1778934176,R2,R3,R4,右薬指,右中指,右人差し指,o,k,u,母音,子音,母音,2,VCV,RRR,198,57,127.5,False,False,False,True,False,同手3連
1778934176,R3,R4,L2,右中指,右人差し指,左薬指,k,u,s,子音,母音,子音,1,CVC,RRL,57,58,57.5,False,False,False,False,False,混合
1778934176,R4,L2,R3,右人差し指,左薬指,右中指,u,s,i,母音,子音,母音,2,VCV,RLR,58,93,75.5,False,False,False,False,True,左右交互
1778934176,L2,R3,R4,左薬指,右中指,右人差し指,s,i,n,子音,母音,子音,1,CVC,LRR,93,131,112.0,False,False,False,False,False,混合
1778934176,R3,R4,R3,右中指,右人差し指,右中指,i,n,k,母音,子音,子音,1,VCC,RRR,131,120,125.5,False,False,False,True,False,同手3連
1778934176,R4,R3,L1,右人差し指,右中指,左小指,n,k,a,子音,子音,母音,1,CCV,RRL,120,66,93.0,False,False,False,False,False,混合
1778934176,R3,L1,R4,右中指,左小指,右人差し指,k,a,n,子音,母音,子音,1,CVC,RLR,66,111,88.5,False,False,False,False,True,左右交互
1778934176,L1,R4,L2,左小指,右人差し指,左薬指,a,n,s,母音,子音,子音,1,VCC,LRL,111,91,101.0,False,False,False,False,True,左右交互
1778934176,R4,L2,L3,右人差し指,左薬指,左中指,n,s,e,子音,子音,母音,1,CCV,RLL,91,75,83.0,False,False,False,False,False,混合
1778934176,L2,L3,R4,左薬指,左中指,右人差し指,s,e,n,子音,母音,子音,1,CVC,LLR,75,34,54.5,False,False,False,False,False,混合
1778934176,L3,R4,R4,左中指,右人差し指,右人差し指,e,n,n,母音,子音,子音,1,VCC,LRR,34,124,79.0,False,False,True,False,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,n,n,u,子音,子音,母音,1,CCV,RRR,124,462,293.0,False,False,True,True,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,n,u,n,子音,母音,子音,1,CVC,RRR,462,167,314.5,False,False,True,True,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,u,n,m,母音,子音,子音,1,VCC,RRR,167,170,168.5,False,False,True,True,False,同指連打
1778934176,R4,R4,L3,右人差し指,右人差し指,左中指,n,m,e,子音,子音,母音,1,CCV,RRL,170,73,121.5,False,False,True,False,False,同指連打
1778934176,R4,L3,R3,右人差し指,左中指,右中指,m,e,i,子音,母音,母音,2,CVV,RLR,73,66,69.5,False,False,False,False,True,左右交互
1778934176,L3,R3,R4,左中指,右中指,右人差し指,e,i,n,母音,母音,子音,2,VVC,LRR,66,128,97.0,False,False,False,False,False,混合
1778934176,R3,R4,R2,右中指,右人差し指,右薬指,i,n,o,母音,子音,母音,2,VCV,RRR,128,53,90.5,False,False,False,True,False,同手3連
1778934176,R4,R2,L1,右人差し指,右薬指,左小指,n,o,a,子音,母音,母音,2,CVV,RRL,53,68,60.5,False,False,False,False,False,混合
1778934176,R2,L1,R3,右薬指,左小指,右中指,o,a,k,母音,母音,子音,2,VVC,RLR,68,102,85.0,False,False,False,False,True,左右交互
1778934176,L1,R3,L1,左小指,右中指,左小指,a,k,a,母音,子音,母音,2,VCV,LRL,102,71,86.5,False,False,False,False,True,左右交互
1778934176,R3,L1,R3,右中指,左小指,右中指,k,a,i,子音,母音,母音,2,CVV,RLR,71,80,75.5,False,False,False,False,True,左右交互
1778934176,L1,R3,R3,左小指,右中指,右中指,a,i,i,母音,母音,母音,3,VVV,LRR,80,106,93.0,False,False,True,False,False,同指連打
1778934176,R3,R3,L4,右中指,右中指,左人差し指,i,i,t,母音,母音,子音,2,VVC,RRL,106,114,110.0,False,False,True,False,False,同指連打
1778934176,R3,L4,R2,右中指,左人差し指,右薬指,i,t,o,母音,子音,母音,2,VCV,RLR,114,59,86.5,False,False,False,False,True,左右交互
1778934176,L4,R2,L1,左人差し指,右薬指,左小指,t,o,a,子音,母音,母音,2,CVV,LRL,59,508,283.5,False,False,False,False,True,左右交互
1778934176,R2,L1,R4,右薬指,左小指,右人差し指,o,a,n,母音,母音,子音,2,VVC,RLR,508,75,291.5,False,False,False,False,True,左右交互
1778934176,L1,R4,L1,左小指,右人差し指,左小指,a,n,a,母音,子音,母音,2,VCV,LRL,75,80,77.5,False,False,False,False,True,左右交互
1778934176,R4,L1,L4,右人差し指,左小指,左人差し指,n,a,g,子音,母音,子音,1,CVC,RLL,80,58,69.0,False,False,False,False,False,混合
1778934176,L1,L4,R2,左小指,左人差し指,右薬指,a,g,o,母音,子音,母音,2,VCV,LLR,58,61,59.5,False,False,False,False,False,混合
1778934176,L4,R2,R3,左人差し指,右薬指,右中指,g,o,i,子音,母音,母音,2,CVV,LRR,61,52,56.5,False,False,False,False,False,混合
1778934176,R2,R3,R1,右薬指,右中指,右小指,o,i,p,母音,母音,子音,2,VVC,RRR,52,200,126.0,False,False,False,True,False,同手3連
1778934176,R3,R1,R1,右中指,右小指,右小指,i,p,p,母音,子音,子音,1,VCC,RRR,200,121,160.5,False,False,True,True,False,同指連打
1778934176,R1,R1,R2,右小指,右小指,右薬指,p,p,o,子音,子音,母音,1,CCV,RRR,121,35,78.0,False,False,True,True,False,同指連打
1778934176,R1,R2,R4,右小指,右薬指,右人差し指,p,o,n,子音,母音,子音,1,CVC,RRR,35,214,124.5,False,False,False,True,False,同手3連
1778934176,R2,R4,R4,右薬指,右人差し指,右人差し指,o,n,n,母音,子音,子音,1,VCC,RRR,214,136,175.0,False,False,True,True,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,n,n,n,子音,子音,子音,0,CCC,RRR,136,126,131.0,False,False,True,True,False,同指連打
1778934176,R4,R4,R3,右人差し指,右人差し指,右中指,n,n,i,子音,子音,母音,1,CCV,RRR,126,45,85.5,False,False,True,True,False,同指連打
1778934176,R4,R3,L4,右人差し指,右中指,左人差し指,n,i,g,子音,母音,子音,1,CVC,RRL,45,82,63.5,False,False,False,False,False,混合
1778934176,R3,L4,R3,右中指,左人差し指,右中指,i,g,i,母音,子音,母音,2,VCV,RLR,82,107,94.5,False,False,False,False,True,左右交互
1778934176,L4,R3,L4,左人差し指,右中指,左人差し指,g,i,r,子音,母音,子音,1,CVC,LRL,107,100,103.5,False,False,False,False,True,左右交互
1778934176,R3,L4,R3,右中指,左人差し指,右中指,i,r,i,母音,子音,母音,2,VCV,RLR,100,49,74.5,False,False,False,False,True,左右交互
1778934176,L4,R3,R4,左人差し指,右中指,右人差し指,r,i,h,子音,母音,子音,1,CVC,LRR,49,518,283.5,False,False,False,False,False,混合
1778934176,R3,R4,R4,右中指,右人差し指,右人差し指,i,h,u,母音,子音,母音,2,VCV,RRR,518,40,279.0,False,False,True,True,False,同指連打
1778934176,R4,R4,L3,右人差し指,右人差し指,左中指,h,u,d,子音,母音,子音,1,CVC,RRL,40,63,51.5,False,False,True,False,False,同指連打
1778934176,R4,L3,L1,右人差し指,左中指,左小指,u,d,a,母音,子音,母音,2,VCV,RLL,63,57,60.0,False,False,False,False,False,混合
1778934176,L3,L1,R4,左中指,左小指,右人差し指,d,a,n,子音,母音,子音,1,CVC,LLR,57,83,70.0,False,False,False,False,False,混合
1778934176,L1,R4,L4,左小指,右人差し指,左人差し指,a,n,g,母音,子音,子音,1,VCC,LRL,83,98,90.5,False,False,False,False,True,左右交互
1778934176,R4,L4,R3,右人差し指,左人差し指,右中指,n,g,i,子音,子音,母音,1,CCV,RLR,98,81,89.5,False,False,False,False,True,左右交互
1778934176,L4,R3,R4,左人差し指,右中指,右人差し指,g,i,h,子音,母音,子音,1,CVC,LRR,81,86,83.5,False,False,False,False,False,混合
1778934176,R3,R4,L1,右中指,右人差し指,左小指,i,h,a,母音,子音,母音,2,VCV,RRL,86,51,68.5,False,False,False,False,False,混合
1778934176,R4,L1,R1,右人差し指,左小指,右小指,h,a,p,子音,母音,子音,1,CVC,RLR,51,264,157.5,False,False,False,False,True,左右交互
1778934176,L1,R1,L1,左小指,右小指,左小指,a,p,a,母音,子音,母音,2,VCV,LRL,264,102,183.0,False,False,False,False,True,左右交互
1778934176,R1,L1,R4,右小指,左小指,右人差し指,p,a,j,子音,母音,子音,1,CVC,RLR,102,106,104.0,False,False,False,False,True,左右交互
1778934176,L1,R4,L1,左小指,右人差し指,左小指,a,j,a,母音,子音,母音,2,VCV,LRL,106,87,96.5,False,False,False,False,True,左右交互
1778934176,R4,L1,R4,右人差し指,左小指,右人差し指,j,a,m,子音,母音,子音,1,CVC,RLR,87,75,81.0,False,False,False,False,True,左右交互
1778934176,L1,R4,L1,左小指,右人差し指,左小指,a,m,a,母音,子音,母音,2,VCV,LRL,75,83,79.0,False,False,False,False,True,左右交互
1778934176,R4,L1,L3,右人差し指,左小指,左中指,m,a,d,子音,母音,子音,1,CVC,RLL,83,77,80.0,False,False,False,False,False,混合
1778934176,L1,L3,L3,左小指,左中指,左中指,a,d,e,母音,子音,母音,2,VCV,LLL,77,222,149.5,False,False,True,True,False,同指連打
1778934176,L3,L3,L2,左中指,左中指,左薬指,d,e,s,子音,母音,子音,1,CVC,LLL,222,25,123.5,False,False,True,True,False,同指連打
1778934176,L3,L2,R4,左中指,左薬指,右人差し指,e,s,u,母音,子音,母音,2,VCV,LLR,25,55,40.0,False,False,False,False,False,混合
1778934176,L2,R4,L1,左薬指,右人差し指,左小指,s,u,a,子音,母音,母音,2,CVV,LRL,55,455,255.0,False,False,False,False,True,左右交互
1778934176,R4,L1,R4,右人差し指,左小指,右人差し指,u,a,m,母音,母音,子音,2,VVC,RLR,455,81,268.0,False,False,False,False,True,左右交互
1778934176,L1,R4,L3,左小指,右人差し指,左中指,a,m,e,母音,子音,母音,2,VCV,LRL,81,59,70.0,False,False,False,False,True,左右交互
1778934176,R4,L3,L4,右人差し指,左中指,左人差し指,m,e,r,子音,母音,子音,1,CVC,RLL,59,77,68.0,False,False,False,False,False,混合
1778934176,L3,L4,R3,左中指,左人差し指,右中指,e,r,i,母音,子音,母音,2,VCV,LLR,77,47,62.0,False,False,False,False,False,混合
1778934176,L4,R3,R3,左人差し指,右中指,右中指,r,i,k,子音,母音,子音,1,CVC,LRR,47,141,94.0,False,False,True,False,False,同指連打
1778934176,R3,R3,L1,右中指,右中指,左小指,i,k,a,母音,子音,母音,2,VCV,RRL,141,72,106.5,False,False,True,False,False,同指連打
1778934176,R3,L1,R4,右中指,左小指,右人差し指,k,a,n,子音,母音,子音,1,CVC,RLR,72,80,76.0,False,False,False,False,True,左右交互
1778934176,L1,R4,R4,左小指,右人差し指,右人差し指,a,n,h,母音,子音,子音,1,VCC,LRR,80,284,182.0,False,False,True,False,False,同指連打
1778934176,R4,R4,R4,右人差し指,右人差し指,右人差し指,n,h,u,子音,子音,母音,1,CCV,RRR,284,59,171.5,False,False,True,True,False,同指連打
1778934176,R4,R4,L4,右人差し指,右人差し指,左人差し指,h,u,t,子音,母音,子音,1,CVC,RRL,59,71,65.0,False,False,True,False,False,同指連打
1778934176,R4,L4,L4,右人差し指,左人差し指,左人差し指,u,t,t,母音,子音,子音,1,VCC,RLL,71,165,118.0,False,False,True,False,False,同指連打
1778934176,L4,L4,R2,左人差し指,左人差し指,右薬指,t,t,o,子音,子音,母音,1,CCV,LLR,165,87,126.0,False,False,True,False,False,同指連打
1778934176,L4,R2,L4,左人差し指,右薬指,左人差し指,t,o,b,子音,母音,子音,1,CVC,LRL,87,182,134.5,False,False,False,False,True,左右交互
1778934176,R2,L4,R2,右薬指,左人差し指,右薬指,o,b,o,母音,子音,母音,2,VCV,RLR,182,70,126.0,False,False,False,False,True,左右交互
1778934176,L4,R2,L4,左人差し指,右薬指,左人差し指,b,o,r,子音,母音,子音,1,CVC,LRL,70,90,80.0,False,False,False,False,True,左右交互
1778934176,R2,L4,R4,右薬指,左人差し指,右人差し指,o,r,u,母音,子音,母音,2,VCV,RLR,90,67,78.5,False,False,False,False,True,左右交互
1778934176,L4,R4,R4,左人差し指,右人差し指,右人差し指,r,u,h,子音,母音,子音,1,CVC,LRR,67,609,338.0,False,False,True,False,False,同指連打
1778934176,R4,R4,L1,右人差し指,右人差し指,左小指,u,h,a,母音,子音,母音,2,VCV,RRL,609,26,317.5,False,False,True,False,False,同指連打
1778934176,R4,L1,L4,右人差し指,左小指,左人差し指,h,a,g,子音,母音,子音,1,CVC,RLL,26,169,97.5,False,False,False,False,False,混合
1778934176,L1,L4,L3,左小指,左人差し指,左中指,a,g,e,母音,子音,母音,2,VCV,LLL,169,55,112.0,False,False,False,True,False,同手3連
1778934176,L4,L3,L2,左人差し指,左中指,左薬指,g,e,s,子音,母音,子音,1,CVC,LLL,55,2,28.5,False,False,False,True,False,同手3連
1778934176,L3,L2,R3,左中指,左薬指,右中指,e,s,i,母音,子音,母音,2,VCV,LLR,2,70,36.0,False,False,False,False,False,混合
1778934176,L2,R3,R3,左薬指,右中指,右中指,s,i,i,子音,母音,母音,2,CVV,LRR,70,138,104.0,False,False,True,False,False,同指連打
1778934176,R3,R3,L4,右中指,右中指,左人差し指,i,i,r,母音,母音,子音,2,VVC,RRL,138,81,109.5,False,False,True,False,False,同指連打
1778934176,R3,L4,R3,右中指,左人差し指,右中指,i,r,i,母音,子音,母音,2,VCV,RLR,81,75,78.0,False,False,False,False,True,左右交互
1778934176,L4,R3,R4,左人差し指,右中指,右人差し指,r,i,n,子音,母音,子音,1,CVC,LRR,75,97,86.0,False,False,False,False,False,混合
1778934176,R3,R4,L4,右中指,右人差し指,左人差し指,i,n,b,母音,子音,子音,1,VCC,RRL,97,104,100.5,False,False,False,False,False,混合
1778934176,R4,L4,R2,右人差し指,左人差し指,右薬指,n,b,o,子音,子音,母音,1,CCV,RLR,104,53,78.5,False,False,False,False,True,左右交互
1778934176,L4,R2,L3,左人差し指,右薬指,左中指,b,o,d,子音,母音,子音,1,CVC,LRL,53,86,69.5,False,False,False,False,True,左右交互
1778934176,R2,L3,L1,右薬指,左中指,左小指,o,d,a,母音,子音,母音,2,VCV,RLL,86,68,77.0,False,False,False,False,False,混合
1778934176,L3,L1,R4,左中指,左小指,右人差し指,d,a,n,子音,母音,子音,1,CVC,LLR,68,51,59.5,False,False,False,False,False,混合
1778934176,L1,R4,L2,左小指,右人差し指,左薬指,a,n,s,母音,子音,子音,1,VCC,LRL,51,114,82.5,False,False,False,False,True,左右交互
1778934176,R4,L2,R4,右人差し指,左薬指,右人差し指,n,s,u,子音,子音,母音,1,CCV,RLR,114,73,93.5,False,False,False,False,True,左右交互
1778934176,L2,R4,L1,左薬指,右人差し指,左小指,s,u,z,子音,母音,子音,1,CVC,LRL,73,492,282.5,False,False,False,False,True,左右交互
1778934176,R4,L1,R4,右人差し指,左小指,右人差し指,u,z,u,母音,子音,母音,2,VCV,RLR,492,62,277.0,False,False,False,False,True,左右交互
1778934176,L1,R4,L4,左小指,右人差し指,左人差し指,z,u,t,子音,母音,子音,1,CVC,LRL,62,108,85.0,False,False,False,False,True,左右交互
1778934176,R4,L4,L4,右人差し指,左人差し指,左人差し指,u,t,t,母音,子音,子音,1,VCC,RLL,108,147,127.5,False,False,True,False,False,同指連打
1778934176,L4,L4,R2,左人差し指,左人差し指,右薬指,t,t,o,子音,子音,母音,1,CCV,LLR,147,79,113.0,False,False,True,False,False,同指連打
1778934176,L4,R2,R3,左人差し指,右薬指,右中指,t,o,k,子音,母音,子音,1,CVC,LRR,79,166,122.5,False,False,False,False,False,混合
1778934176,R2,R3,R2,右薬指,右中指,右薬指,o,k,o,母音,子音,母音,2,VCV,RRR,166,52,109.0,False,False,False,True,False,同手3連
1778934176,R3,R2,R4,右中指,右薬指,右人差し指,k,o,n,子音,母音,子音,1,CVC,RRR,52,102,77.0,False,False,False,True,False,同手3連
1778934176,R2,R4,R2,右薬指,右人差し指,右薬指,o,n,o,母音,子音,母音,2,VCV,RRR,102,41,71.5,False,False,False,True,False,同手3連
1778934176,R4,R2,R4,右人差し指,右薬指,右人差し指,n,o,m,子音,母音,子音,1,CVC,RRR,41,173,107.0,False,False,False,True,False,同手3連
1778934176,R2,R4,L1,右薬指,右人差し指,左小指,o,m,a,母音,子音,母音,2,VCV,RRL,173,45,109.0,False,False,False,False,False,混合
1778934176,R4,L1,R4,右人差し指,左小指,右人差し指,m,a,m,子音,母音,子音,1,CVC,RLR,45,81,63.0,False,False,False,False,True,左右交互
1778934176,L1,R4,L1,左小指,右人差し指,左小指,a,m,a,母音,子音,母音,2,VCV,LRL,81,58,69.5,False,False,False,False,True,左右交互
1778934176,R4,L1,R4,右人差し指,左小指,右人差し指,m,a,n,子音,母音,子音,1,CVC,RLR,58,115,86.5,False,False,False,False,True,左右交互
1778934176,L1,R4,L3,左小指,右人差し指,左中指,a,n,e,母音,子音,母音,2,VCV,LRL,115,59,87.0,False,False,False,False,True,左右交互
1778934176,R4,L3,L4,右人差し指,左中指,左人差し指,n,e,t,子音,母音,子音,1,CVC,RLL,59,160,109.5,False,False,False,False,False,混合
1778934176,L3,L4,L3,左中指,左人差し指,左中指,e,t,e,母音,子音,母音,2,VCV,LLL,160,77,118.5,False,False,False,True,False,同手3連
1778934176,L4,L3,R3,左人差し指,左中指,右中指,t,e,i,子音,母音,母音,2,CVV,LLR,77,44,60.5,False,False,False,False,False,混合
1778934176,L3,R3,L4,左中指,右中指,左人差し指,e,i,t,母音,母音,子音,2,VVC,LRL,44,112,78.0,False,False,False,False,True,左右交互
1778934176,R3,L4,L1,右中指,左人差し指,左小指,i,t,a,母音,子音,母音,2,VCV,RLL,112,34,73.0,False,False,False,False,False,混合
1778934176,L4,L1,R3,左人差し指,左小指,右中指,t,a,i,子音,母音,母音,2,CVV,LLR,34,70,52.0,False,False,False,False,False,混合
1778934176,L1,R3,L2,左小指,右中指,左薬指,a,i,s,母音,母音,子音,2,VVC,LRL,70,428,249.0,False,False,False,False,True,左右交互
1778934176,R3,L2,R3,右中指,左薬指,右中指,i,s,i,母音,子音,母音,2,VCV,RLR,428,66,247.0,False,False,False,False,True,左右交互
1778934176,L2,R3,R4,左薬指,右中指,右人差し指,s,i,n,子音,母音,子音,1,CVC,LRR,66,141,103.5,False,False,False,False,False,混合
1778934176,R3,R4,L4,右中指,右人差し指,左人差し指,i,n,r,母音,子音,子音,1,VCC,RRL,141,61,101.0,False,False,False,False,False,混合
1778934176,R4,L4,R3,右人差し指,左人差し指,右中指,n,r,i,子音,子音,母音,1,CCV,RLR,61,110,85.5,False,False,False,False,True,左右交互
1778934176,L4,R3,L4,左人差し指,右中指,左人差し指,r,i,g,子音,母音,子音,1,CVC,LRL,110,94,102.0,False,False,False,False,True,左右交互
1778934176,R3,L4,L1,右中指,左人差し指,左小指,i,g,a,母音,子音,母音,2,VCV,RLL,94,52,73.0,False,False,False,False,False,混合
1778934176,L4,L1,R3,左人差し指,左小指,右中指,g,a,k,子音,母音,子音,1,CVC,LLR,52,103,77.5,False,False,False,False,False,混合
1778934176,L1,R3,R4,左小指,右中指,右人差し指,a,k,u,母音,子音,母音,2,VCV,LRR,103,63,83.0,False,False,False,False,False,混合
1778934176,R3,R4,L2,右中指,右人差し指,左薬指,k,u,w,子音,母音,子音,1,CVC,RRL,63,66,64.5,False,False,False,False,False,混合
1778934176,R4,L2,R2,右人差し指,左薬指,右薬指,u,w,o,母音,子音,母音,2,VCV,RLR,66,85,75.5,False,False,False,False,True,左右交互
1778934176,L2,R2,L2,左薬指,右薬指,左薬指,w,o,s,子音,母音,子音,1,CVC,LRL,85,105,95.0,False,False,False,False,True,左右交互
1778934176,R2,L2,L3,右薬指,左薬指,左中指,o,s,e,母音,子音,母音,2,VCV,RLL,105,75,90.0,False,False,False,False,False,混合
1778934176,L2,L3,R4,左薬指,左中指,右人差し指,s,e,n,子音,母音,子音,1,CVC,LLR,75,44,59.5,False,False,False,False,False,混合
1778934176,L3,R4,R3,左中指,右人差し指,右中指,e,n,k,母音,子音,子音,1,VCC,LRR,44,149,96.5,False,False,False,False,False,混合
1778934176,R4,R3,R2,右人差し指,右中指,右薬指,n,k,o,子音,子音,母音,1,CCV,RRR,149,164,156.5,False,False,False,True,False,同手3連
1778934176,R3,R2,R4,右中指,右薬指,右人差し指,k,o,u,子音,母音,母音,2,CVV,RRR,164,54,109.0,False,False,False,True,False,同手3連
